"X","Region","Risk","Outcome","PAF","Country","Risk.reduction.policy","Mortality.reduction.policy","Risk.reduction.tax","Mortality.reduction.tax","NCD.cause.grouping","NCD4","self_harm"
4797,"High SDI","Smoking","Intracerebral hemorrhage",0.119,"Latvia",0.10399825,0.012375792,0,0,"Haemorrhagic stroke","yes","no"
4798,"High SDI","Smoking","Kidney cancer",0.21,"Latvia",0.10399825,0.021839633,0,0,"All other cancers","yes","no"
4799,"High SDI","Smoking","Larynx cancer",0.802,"Latvia",0.10399825,0.083406597,0,0,"Upper aerodigestive tract cancers","yes","no"
4800,"High SDI","Smoking","Lip and oral cavity cancer",0.588,"Latvia",0.10399825,0.061150971,0,0,"Upper aerodigestive tract cancers","yes","no"
4801,"High SDI","Smoking","Liver cancer due to alcohol use",0.235,"Latvia",0.10399825,0.024439589,0,0,"Liver cancer","yes","no"
4802,"High SDI","Smoking","Liver cancer due to hepatitis B",0.197,"Latvia",0.10399825,0.020487655,0,0,"Liver cancer","yes","no"
4803,"High SDI","Smoking","Liver cancer due to hepatitis C",0.183,"Latvia",0.10399825,0.01903168,0,0,"Liver cancer","yes","no"
4804,"High SDI","Smoking","Liver cancer due to other causes",0.23,"Latvia",0.10399825,0.023919598,0,0,"Liver cancer","yes","no"
4805,"High SDI","Smoking","Lower respiratory infections",0.179,"Latvia",0.10399825,0.018615687,0,0,NA,"no","no"
4806,"High SDI","Smoking","Nasopharynx cancer",0.588,"Latvia",0.10399825,0.061150971,0,0,"Upper aerodigestive tract cancers","yes","no"
4807,"High SDI","Smoking","Esophageal cancer",0.556,"Latvia",0.10399825,0.057823027,0,0,"Upper aerodigestive tract cancers","yes","no"
4808,"High SDI","Smoking","Other chronic respiratory diseases",0.221,"Latvia",0.10399825,0.022983613,0,0,"Chronic respiratory diseases","yes","no"
4809,"High SDI","Smoking","Other leukaemia",0.137,"Latvia",0.10399825,0.01424776,0,0,"All other cancers","yes","no"
4810,"High SDI","Smoking","Pancreatic cancer",0.237,"Latvia",0.10399825,0.024647585,0,0,"All other cancers","yes","no"
4811,"High SDI","Smoking","Peptic ulcer disease",0.102,"Latvia",0.10399825,0.010607822,0,0,"All other noncommunicable diseases","no","no"
4812,"High SDI","Smoking","Prostate cancer",0.065,"Latvia",0.10399825,0.006759886,0,0,"Prostate cancer","yes","no"
4813,"High SDI","Smoking","Stomach cancer",0.139,"Latvia",0.10399825,0.014455757,0,0,"Stomach cancer","yes","no"
4814,"High SDI","Smoking","Tracheal, bronchus, and lung cancer",0.799,"Latvia",0.10399825,0.083094602,0,0,"Lung cancer","yes","no"
4815,"High-middle SDI","Alcohol","Alcohol use disorders",1,"Lebanon",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
4816,"High-middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Lebanon",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
4817,"High-middle SDI","Alcohol","Assault by firearm",0.205,"Lebanon",0.269,0.055145,0.1225,0.0251125,NA,"no","no"
4818,"High-middle SDI","Alcohol","Assault by other means",0.236,"Lebanon",0.269,0.063484,0.1225,0.02891,NA,"no","no"
4819,"High-middle SDI","Alcohol","Assault by sharp object",0.237,"Lebanon",0.269,0.063753,0.1225,0.0290325,NA,"no","no"
4820,"High-middle SDI","Alcohol","Atrial fibrillation and flutter",0.123,"Lebanon",0.269,0.033087,0.1225,0.0150675,"All other cardiovascular diseases","yes","no"
4821,"High-middle SDI","Alcohol","Breast cancer",0.128,"Lebanon",0.269,0.034432,0.1225,0.01568,"Breast cancer","yes","no"
4822,"High-middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Lebanon",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
4823,"High-middle SDI","Alcohol","Colon and rectum cancer",0.174,"Lebanon",0.269,0.046806,0.1225,0.021315,"Colon and rectum cancer","yes","no"
4824,"High-middle SDI","Alcohol","Cyclist road injuries",0.193,"Lebanon",0.269,0.051917,0.1225,0.0236425,"All other noncommunicable diseases","no","no"
4825,"High-middle SDI","Alcohol","Drowning",0.106,"Lebanon",0.269,0.028514,0.1225,0.012985,"All other noncommunicable diseases","no","no"
4826,"High-middle SDI","Alcohol","Drug-susceptible tuberculosis",0.421,"Lebanon",0.269,0.113249,0.1225,0.0515725,NA,"no","no"
4827,"High-middle SDI","Alcohol","Idiopathic epilepsy",0.263,"Lebanon",0.269,0.070747,0.1225,0.0322175,"All other noncommunicable diseases","no","no"
4828,"High-middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.61,"Lebanon",0.269,0.16409,0.1225,0.074725,NA,"no","no"
4829,"High-middle SDI","Alcohol","Fire, heat, and hot substances",0.106,"Lebanon",0.269,0.028514,0.1225,0.012985,"All other noncommunicable diseases","no","no"
4830,"High-middle SDI","Alcohol","Intracerebral hemorrhage",0.245,"Lebanon",0.269,0.065905,0.1225,0.0300125,"Haemorrhagic stroke","yes","no"
4831,"High-middle SDI","Alcohol","Hypertensive heart disease",0.179,"Lebanon",0.269,0.048151,0.1225,0.0219275,"All other cardiovascular diseases","yes","no"
4832,"High-middle SDI","Alcohol","Larynx cancer",0.393,"Lebanon",0.269,0.105717,0.1225,0.0481425,"Upper aerodigestive tract cancers","yes","no"
4833,"High-middle SDI","Alcohol","Lip and oral cavity cancer",0.597,"Lebanon",0.269,0.160593,0.1225,0.0731325,"Upper aerodigestive tract cancers","yes","no"
4834,"High-middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Lebanon",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
4835,"High-middle SDI","Alcohol","Lower respiratory infections",0.116,"Lebanon",0.269,0.031204,0.1225,0.01421,NA,"no","no"
4836,"High-middle SDI","Alcohol","Motor vehicle road injuries",0.158,"Lebanon",0.269,0.042502,0.1225,0.019355,"All other noncommunicable diseases","no","no"
4837,"High-middle SDI","Alcohol","Motorcyclist road injuries",0.191,"Lebanon",0.269,0.051379,0.1225,0.0233975,"All other noncommunicable diseases","no","no"
4838,"High-middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.569,"Lebanon",0.269,0.153061,0.1225,0.0697025,NA,"no","no"
4839,"High-middle SDI","Alcohol","Nasopharynx cancer",0.554,"Lebanon",0.269,0.149026,0.1225,0.067865,"Upper aerodigestive tract cancers","yes","no"
4840,"High-middle SDI","Alcohol","Esophageal cancer",0.39,"Lebanon",0.269,0.10491,0.1225,0.047775,"Upper aerodigestive tract cancers","yes","no"
4841,"High-middle SDI","Alcohol","Other pharynx cancer",0.652,"Lebanon",0.269,0.175388,0.1225,0.07987,"Upper aerodigestive tract cancers","yes","no"
4842,"High-middle SDI","Alcohol","Other road injuries",0.186,"Lebanon",0.269,0.050034,0.1225,0.022785,"All other noncommunicable diseases","no","no"
4843,"High-middle SDI","Alcohol","Other transport injuries",0.213,"Lebanon",0.269,0.057297,0.1225,0.0260925,"All other noncommunicable diseases","no","no"
4844,"High-middle SDI","Alcohol","Other unintentional injuries",0.116,"Lebanon",0.269,0.031204,0.1225,0.01421,"All other noncommunicable diseases","no","no"
4845,"High-middle SDI","Alcohol","Pancreatitis",0.517,"Lebanon",0.269,0.139073,0.1225,0.0633325,"All other noncommunicable diseases","no","no"
4846,"High-middle SDI","Alcohol","Pedestrian road injuries",0.173,"Lebanon",0.269,0.046537,0.1225,0.0211925,"All other noncommunicable diseases","no","no"
4847,"High-middle SDI","Alcohol","Poisonings",0.102,"Lebanon",0.269,0.027438,0.1225,0.012495,"All other noncommunicable diseases","no","no"
4848,"High-middle SDI","Alcohol","Self-harm by firearm",0.316,"Lebanon",0.269,0.085004,0.1225,0.03871,"All other noncommunicable diseases","no","yes"
4849,"High-middle SDI","Alcohol","Self-harm by other specified means",0.336,"Lebanon",0.269,0.090384,0.1225,0.04116,"All other noncommunicable diseases","no","yes"
4850,"High-middle SDI","Smoking","Acute myeloid leukaemia",0.105,"Lebanon",0.0837,0.0087885,0.645696,0.06779808,"All other cancers","yes","no"
4851,"High-middle SDI","Smoking","All causes",0.148,"Lebanon",0.0837,0.0123876,0.645696,0.095563008,NA,"no","no"
4852,"High-middle SDI","Smoking","Aortic aneurysm",0.178,"Lebanon",0.0837,0.0148986,0.645696,0.114933888,"All other cardiovascular diseases","yes","no"
4853,"High-middle SDI","Smoking","Asthma",0.141,"Lebanon",0.0837,0.0118017,0.645696,0.091043136,"Chronic respiratory diseases","yes","no"
4854,"High-middle SDI","Smoking","Bladder cancer",0.302,"Lebanon",0.0837,0.0252774,0.645696,0.195000192,"All other cancers","yes","no"
4855,"High-middle SDI","Smoking","Chronic lymphoid leukaemia",0.133,"Lebanon",0.0837,0.0111321,0.645696,0.085877568,"All other cancers","yes","no"
4856,"High-middle SDI","Smoking","Chronic myeloid leukaemia",0.114,"Lebanon",0.0837,0.0095418,0.645696,0.073609344,"All other cancers","yes","no"
4857,"High-middle SDI","Smoking","Chronic obstructive pulmonary disease",0.555,"Lebanon",0.0837,0.0464535,0.645696,0.35836128,"Chronic respiratory diseases","yes","no"
4858,"High-middle SDI","Smoking","Drug-susceptible tuberculosis",0.144,"Lebanon",0.0837,0.0120528,0.645696,0.092980224,NA,"no","no"
4859,"High-middle SDI","Smoking","Extensively drug-resistant tuberculosis",0.184,"Lebanon",0.0837,0.0154008,0.645696,0.118808064,NA,"no","no"
4860,"High-middle SDI","Smoking","Intracerebral hemorrhage",0.209,"Lebanon",0.0837,0.0174933,0.645696,0.134950464,"Haemorrhagic stroke","yes","no"
4861,"High-middle SDI","Smoking","Hypertensive heart disease",0.115,"Lebanon",0.0837,0.0096255,0.645696,0.07425504,"All other cardiovascular diseases","yes","no"
4862,"High-middle SDI","Smoking","Ischemic heart disease",0.153,"Lebanon",0.0837,0.0128061,0.645696,0.098791488,"Ischaemic heart disease","yes","no"
4863,"High-middle SDI","Smoking","Ischemic stroke",0.13,"Lebanon",0.0837,0.010881,0.645696,0.08394048,"Ischaemic stroke","yes","no"
4864,"High-middle SDI","Smoking","Kidney cancer",0.19,"Lebanon",0.0837,0.015903,0.645696,0.12268224,"All other cancers","yes","no"
4865,"High-middle SDI","Smoking","Larynx cancer",0.756,"Lebanon",0.0837,0.0632772,0.645696,0.488146176,"Upper aerodigestive tract cancers","yes","no"
4866,"High-middle SDI","Smoking","Lip and oral cavity cancer",0.533,"Lebanon",0.0837,0.0446121,0.645696,0.344155968,"Upper aerodigestive tract cancers","yes","no"
4867,"High-middle SDI","Smoking","Liver cancer due to alcohol use",0.136,"Lebanon",0.0837,0.0113832,0.645696,0.087814656,"Liver cancer","yes","no"
4868,"High-middle SDI","Smoking","Liver cancer due to hepatitis B",0.127,"Lebanon",0.0837,0.0106299,0.645696,0.082003392,"Liver cancer","yes","no"
4869,"High-middle SDI","Smoking","Liver cancer due to hepatitis C",0.162,"Lebanon",0.0837,0.0135594,0.645696,0.104602752,"Liver cancer","yes","no"
4870,"High-middle SDI","Smoking","Liver cancer due to other causes",0.142,"Lebanon",0.0837,0.0118854,0.645696,0.091688832,"Liver cancer","yes","no"
4871,"High-middle SDI","Smoking","Lower respiratory infections",0.244,"Lebanon",0.0837,0.0204228,0.645696,0.157549824,NA,"no","no"
4872,"High-middle SDI","Smoking","Multidrug-resistant tuberculosis without extensive drug resistanc",0.174,"Lebanon",0.0837,0.0145638,0.645696,0.112351104,NA,"no","no"
4873,"High-middle SDI","Smoking","Multiple sclerosis",0.117,"Lebanon",0.0837,0.0097929,0.645696,0.075546432,"All other noncommunicable diseases","no","no"
4874,"High-middle SDI","Smoking","Nasopharynx cancer",0.345,"Lebanon",0.0837,0.0288765,0.645696,0.22276512,"Upper aerodigestive tract cancers","yes","no"
4875,"High-middle SDI","Smoking","Esophageal cancer",0.393,"Lebanon",0.0837,0.0328941,0.645696,0.253758528,"Upper aerodigestive tract cancers","yes","no"
4876,"High-middle SDI","Smoking","Other cardiovascular and circulatory diseases",0.134,"Lebanon",0.0837,0.0112158,0.645696,0.086523264,"All other cardiovascular diseases","yes","no"
4877,"High-middle SDI","Smoking","Other chronic respiratory diseases",0.151,"Lebanon",0.0837,0.0126387,0.645696,0.097500096,"Chronic respiratory diseases","yes","no"
4878,"High-middle SDI","Smoking","Pancreatic cancer",0.182,"Lebanon",0.0837,0.0152334,0.645696,0.117516672,"All other cancers","yes","no"
4879,"High-middle SDI","Smoking","Peptic ulcer disease",0.186,"Lebanon",0.0837,0.0155682,0.645696,0.120099456,"All other noncommunicable diseases","no","no"
4880,"High-middle SDI","Smoking","Peripheral artery disease",0.113,"Lebanon",0.0837,0.0094581,0.645696,0.072963648,"All other cardiovascular diseases","no","no"
4881,"High-middle SDI","Smoking","Prostate cancer",0.053,"Lebanon",0.0837,0.0044361,0.645696,0.034221888,"Prostate cancer","yes","no"
4882,"High-middle SDI","Smoking","Stomach cancer",0.122,"Lebanon",0.0837,0.0102114,0.645696,0.078774912,"Stomach cancer","yes","no"
4883,"High-middle SDI","Smoking","Tracheal, bronchus, and lung cancer",0.719,"Lebanon",0.0837,0.0601803,0.645696,0.464255424,"Lung cancer","yes","no"
4884,"Low-middle SDI","Alcohol","Alcohol use disorders",1,"Lesotho",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
4885,"Low-middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Lesotho",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
4886,"Low-middle SDI","Alcohol","Assault by firearm",0.103,"Lesotho",0.269,0.027707,0.1225,0.0126175,NA,"no","no"
4887,"Low-middle SDI","Alcohol","Assault by sharp object",0.111,"Lesotho",0.269,0.029859,0.1225,0.0135975,NA,"no","no"
4888,"Low-middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Lesotho",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
4889,"Low-middle SDI","Alcohol","Drug-susceptible tuberculosis",0.199,"Lesotho",0.269,0.053531,0.1225,0.0243775,NA,"no","no"
4890,"Low-middle SDI","Alcohol","Idiopathic epilepsy",0.112,"Lesotho",0.269,0.030128,0.1225,0.01372,"All other noncommunicable diseases","no","no"
4891,"Low-middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.236,"Lesotho",0.269,0.063484,0.1225,0.02891,NA,"no","no"
4892,"Low-middle SDI","Alcohol","Intracerebral hemorrhage",0.112,"Lesotho",0.269,0.030128,0.1225,0.01372,"Haemorrhagic stroke","yes","no"
4893,"Low-middle SDI","Alcohol","Larynx cancer",0.151,"Lesotho",0.269,0.040619,0.1225,0.0184975,"Upper aerodigestive tract cancers","yes","no"
4894,"Low-middle SDI","Alcohol","Lip and oral cavity cancer",0.238,"Lesotho",0.269,0.064022,0.1225,0.029155,"Upper aerodigestive tract cancers","yes","no"
4895,"Low-middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Lesotho",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
4896,"Low-middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.201,"Lesotho",0.269,0.054069,0.1225,0.0246225,NA,"no","no"
4897,"Low-middle SDI","Alcohol","Nasopharynx cancer",0.321,"Lesotho",0.269,0.086349,0.1225,0.0393225,"Upper aerodigestive tract cancers","yes","no"
4898,"Low-middle SDI","Alcohol","Esophageal cancer",0.184,"Lesotho",0.269,0.049496,0.1225,0.02254,"Upper aerodigestive tract cancers","yes","no"
4899,"Low-middle SDI","Alcohol","Other pharynx cancer",0.304,"Lesotho",0.269,0.081776,0.1225,0.03724,"Upper aerodigestive tract cancers","yes","no"
4900,"Low-middle SDI","Alcohol","Pancreatitis",0.213,"Lesotho",0.269,0.057297,0.1225,0.0260925,"All other noncommunicable diseases","no","no"
4901,"Low-middle SDI","Alcohol","Self-harm by firearm",0.106,"Lesotho",0.269,0.028514,0.1225,0.012985,"All other noncommunicable diseases","no","yes"
4902,"Low-middle SDI","Smoking","Aortic aneurysm",0.175,"Lesotho",0.201136,0.0351988,NA,NA,"All other cardiovascular diseases","yes","no"
4903,"Low-middle SDI","Smoking","Asthma",0.146,"Lesotho",0.201136,0.029365856,NA,NA,"Chronic respiratory diseases","yes","no"
4904,"Low-middle SDI","Smoking","Bladder cancer",0.18,"Lesotho",0.201136,0.03620448,NA,NA,"All other cancers","yes","no"
4905,"Low-middle SDI","Smoking","Chronic obstructive pulmonary disease",0.279,"Lesotho",0.201136,0.056116944,NA,NA,"Chronic respiratory diseases","yes","no"
4906,"Low-middle SDI","Smoking","Extensively drug-resistant tuberculosis",0.101,"Lesotho",0.201136,0.020314736,NA,NA,NA,"no","no"
4907,"Low-middle SDI","Smoking","Intracerebral hemorrhage",0.215,"Lesotho",0.201136,0.04324424,NA,NA,"Haemorrhagic stroke","yes","no"
4908,"Low-middle SDI","Smoking","Hypertensive heart disease",0.134,"Lesotho",0.201136,0.026952224,NA,NA,"All other cardiovascular diseases","yes","no"
4909,"Low-middle SDI","Smoking","Ischemic heart disease",0.173,"Lesotho",0.201136,0.034796528,NA,NA,"Ischaemic heart disease","yes","no"
4910,"Low-middle SDI","Smoking","Ischemic stroke",0.156,"Lesotho",0.201136,0.031377216,NA,NA,"Ischaemic stroke","yes","no"
4911,"Low-middle SDI","Smoking","Larynx cancer",0.5,"Lesotho",0.201136,0.100568,NA,NA,"Upper aerodigestive tract cancers","yes","no"
4912,"Low-middle SDI","Smoking","Lip and oral cavity cancer",0.295,"Lesotho",0.201136,0.05933512,NA,NA,"Upper aerodigestive tract cancers","yes","no"
4913,"Low-middle SDI","Smoking","Liver cancer due to alcohol use",0.158,"Lesotho",0.201136,0.031779488,NA,NA,"Liver cancer","yes","no"
4914,"Low-middle SDI","Smoking","Liver cancer due to hepatitis B",0.168,"Lesotho",0.201136,0.033790848,NA,NA,"Liver cancer","yes","no"
4915,"Low-middle SDI","Smoking","Liver cancer due to hepatitis C",0.134,"Lesotho",0.201136,0.026952224,NA,NA,"Liver cancer","yes","no"
4916,"Low-middle SDI","Smoking","Liver cancer due to other causes",0.171,"Lesotho",0.201136,0.034394256,NA,NA,"Liver cancer","yes","no"
4917,"Low-middle SDI","Smoking","Lower respiratory infections",0.119,"Lesotho",0.201136,0.023935184,NA,NA,NA,"no","no"
4918,"Low-middle SDI","Smoking","Nasopharynx cancer",0.372,"Lesotho",0.201136,0.074822592,NA,NA,"Upper aerodigestive tract cancers","yes","no"
4919,"Low-middle SDI","Smoking","Esophageal cancer",0.292,"Lesotho",0.201136,0.058731712,NA,NA,"Upper aerodigestive tract cancers","yes","no"
4920,"Low-middle SDI","Smoking","Other cardiovascular and circulatory diseases",0.122,"Lesotho",0.201136,0.024538592,NA,NA,"All other cardiovascular diseases","yes","no"
4921,"Low-middle SDI","Smoking","Pancreatic cancer",0.117,"Lesotho",0.201136,0.023532912,NA,NA,"All other cancers","yes","no"
4922,"Low-middle SDI","Smoking","Peptic ulcer disease",0.15,"Lesotho",0.201136,0.0301704,NA,NA,"All other noncommunicable diseases","no","no"
4923,"Low-middle SDI","Smoking","Peripheral artery disease",0.118,"Lesotho",0.201136,0.023734048,NA,NA,"All other cardiovascular diseases","no","no"
4924,"Low-middle SDI","Smoking","Prostate cancer",0.021,"Lesotho",0.201136,0.004223856,NA,NA,"Prostate cancer","yes","no"
4925,"Low-middle SDI","Smoking","Tracheal, bronchus, and lung cancer",0.811,"Lesotho",0.201136,0.163121296,NA,NA,"Lung cancer","yes","no"
4926,"Low SDI","Alcohol","Alcohol use disorders",1,"Liberia",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
4927,"Low SDI","Alcohol","Alcoholic cardiomyopathy",1,"Liberia",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
4928,"Low SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Liberia",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
4929,"Low SDI","Alcohol","Drug-susceptible tuberculosis",0.253,"Liberia",0.269,0.068057,0.1225,0.0309925,NA,"no","no"
4930,"Low SDI","Alcohol","Idiopathic epilepsy",0.138,"Liberia",0.269,0.037122,0.1225,0.016905,"All other noncommunicable diseases","no","no"
4931,"Low SDI","Alcohol","Extensively drug-resistant tuberculosis",0.15,"Liberia",0.269,0.04035,0.1225,0.018375,NA,"no","no"
4932,"Low SDI","Alcohol","Intracerebral hemorrhage",0.102,"Liberia",0.269,0.027438,0.1225,0.012495,"Haemorrhagic stroke","yes","no"
